1-unif,1-expo,1-lor,2-unif,2-expo,2-lor,10-unif,10-expo,10-lor,100-unif,100-expo,100-lor
0.40389,0.51733,-0.311463,0.458729,0.618994,-0.134405,0.403987,0.71715,-0.812347,0.485079,0.917886,-0.0300209
0.059918,0.0617882,-5.24953,0.490557,1.30129,-0.64658,0.463082,1.02478,-3.69526,0.497521,1.04588,0.881747
0.513568,0.720659,0.042652,0.654643,1.15446,0.690403,0.504815,0.866196,0.0213415,0.505633,1.06622,0.86435
0.921195,2.54078,3.95637,0.661422,1.52718,1.81858,0.429904,0.755601,-1.40578,0.519604,1.02202,0.117138
0.795718,1.58826,1.33815,0.597091,1.04826,0.503947,0.576324,1.3394,1.9006,0.475107,0.887323,-0.317326
0.401648,0.513576,-0.319205,0.273842,0.335721,-1.17188,0.534638,1.03484,-0.328488,0.502598,1.09126,4.48849
0.398465,0.50827,-0.330261,0.687521,2.13118,6.61784,0.496474,0.85365,-0.556149,0.440294,0.833302,-1.21866
0.146036,0.157866,-2.02455,0.281103,0.348006,-1.14709,0.571501,1.1354,0.781736,0.486214,0.909437,-11.8955
0.976578,3.7541,13.5659,0.557917,1.95203,5.71394,0.514726,1.26085,2.32852,0.519495,1.07779,0.188996
0.41617,0.538145,-0.269622,0.293516,0.362758,-0.975058,0.452382,0.814833,-0.102729,0.520008,1.01828,-0.445568
0.139256,0.149959,-2.13806,0.396148,0.604251,-0.808224,0.372881,0.675159,-1.11434,0.471571,0.902435,-0.0588794
0.170863,0.18737,-1.68049,0.38669,0.554987,-0.673404,0.509979,1.09387,-3.1612,0.523963,1.10294,0.691457
0.653039,1.05854,0.52161,0.554442,0.833532,0.190999,0.515263,0.890377,0.0559627,0.530169,1.17089,143.518
0.602517,0.922604,0.333685,0.318742,0.479098,-4.3665,0.359826,0.526422,-1.92197,0.473844,0.927911,-0.100419
0.455845,0.608521,-0.139613,0.259591,0.336977,-2.54936,0.561645,1.28526,1.81731,0.512623,1.00095,-0.750603
0.0349663,0.0355923,-9.06668,0.256021,0.341956,-4.56941,0.52785,1.0241,-0.354121,0.490977,0.973134,-0.167993
0.0633377,0.0654324,-4.9591,0.380658,0.631344,-2.12111,0.518786,0.899999,-0.482954,0.501234,0.980327,-0.0930969
0.477076,0.648319,-0.0721429,0.550133,0.812167,0.167713,0.612002,1.1997,1.00036,0.530199,1.10449,-0.186411
0.697978,1.19726,0.716882,0.56615,0.883492,0.253784,0.516203,1.36038,4.64819,0.51058,1.11428,0.351814
0.62319,0.976015,0.407568,0.601098,0.920575,0.330499,0.499858,0.982599,0.204573,0.45601,0.885331,4.30171
0.434322,0.569729,-0.209314,0.432077,0.565777,-0.216698,0.425467,0.769561,-0.843449,0.494871,0.976653,1.03258
0.579006,0.865136,0.253429,0.540222,0.780582,0.128974,0.530527,1.12235,-3.03408,0.464501,0.879174,-1.42602
0.429832,0.561824,-0.224082,0.466976,0.631623,-0.105569,0.490647,0.836758,-0.0263176,0.500839,1.03341,-1.12849
0.501439,0.696028,0.00451944,0.709381,1.59442,1.8838,0.396994,0.799888,-0.724427,0.523463,1.07055,1.35767
0.50412,0.701421,0.012944,0.471635,0.639862,-0.090291,0.611245,1.52774,2.48725,0.483795,0.958572,-2.41173
0.917323,2.49282,3.76308,0.858866,2.05215,2.57159,0.616539,1.27546,0.951695,0.472719,0.887057,-3.64779
0.439151,0.578304,-0.193526,0.711045,2.3246,9.22237,0.526165,0.908205,-0.204619,0.485037,0.933376,-0.950336
0.800409,1.61149,1.38011,0.702635,1.27,0.861,0.614983,1.20557,1.00974,0.542371,1.15552,0.989923
0.982938,4.0709,18.6383,0.655996,2.23499,9.02142,0.491923,1.30139,4.56233,0.543409,1.1648,2.11701
0.604861,0.928518,0.34189,0.658163,1.08573,0.562481,0.478184,0.93716,0.133548,0.498955,0.959267,0.512303
0.329054,0.399067,-0.595417,0.218615,0.256777,-1.71188,0.416368,0.754645,-0.876138,0.491325,0.969994,-6.32583
0.711464,1.24293,0.783072,0.432803,0.705169,-0.558992,0.523247,1.1064,-3.05747,0.526044,1.10695,2.27799
0.108176,0.114487,-2.82835,0.548156,2.27434,11.994,0.485679,0.828404,-0.0434476,0.405742,0.801398,-0.048023
0.154141,0.167403,-1.90106,0.517863,1.15048,0.330927,0.373037,0.760648,-0.817687,0.491712,1.03712,-1.37172
0.988135,4.4342,26.8163,0.52551,2.24958,10.9103,0.562359,1.45913,0.401024,0.474507,0.873915,-1.33319
0.881584,2.13356,2.56291,0.590693,1.24497,0.917706,0.571325,1.08877,0.564405,0.499618,1.00209,-8.21883
0.0628852,0.0649495,-4.99573,0.0562579,0.057927,-5.67864,0.482707,0.850833,-7.14934,0.509761,1.07176,2.02522
0.299801,0.356391,-0.727498,0.62317,1.64261,2.58529,0.580967,1.10609,0.85918,0.525686,1.07084,16.1154
0.0496305,0.0509044,-6.36154,0.478714,1.21734,-1.50316,0.435204,0.94804,2.6714,0.547445,1.15923,1.81397
0.94654,2.92882,5.89808,0.817951,2.04897,3.28737,0.512831,1.14658,0.748275,0.513478,1.03751,0.820745
0.907798,2.38378,3.35522,0.543636,1.29079,0.886854,0.38568,0.716981,-2.24963,0.581121,1.252,3.48817
0.689362,1.16913,0.676672,0.627702,1.00197,0.44359,0.513723,1.07787,-3.09755,0.497491,0.921558,1.14515
0.179474,0.19781,-1.58152,0.332262,0.430747,-0.81426,0.487001,0.829898,-0.00997031,0.428316,0.807564,-0.161288
0.566043,0.834809,0.210508,0.374399,0.518313,-0.667748,0.369772,0.756861,-0.87673,0.503996,0.927223,-0.989573
0.485049,0.663684,-0.0470046,0.683117,1.39694,1.25322,0.524623,1.11007,-2.24432,0.480342,0.89167,-0.134809
0.182755,0.201817,-1.546,0.45209,0.73994,-0.355585,0.519632,0.920768,0.262829,0.53051,1.0931,19.854
0.881185,2.13019,2.55345,0.622165,1.2907,1.04745,0.539397,0.943704,-6.60658,0.494121,1.0214,-7.85117
0.721424,1.27806,0.834835,0.641423,1.05114,0.515116,0.650967,1.92301,161.429,0.518429,1.06187,0.730233
0.363145,0.451213,-0.458551,0.254791,0.304774,-1.23835,0.506328,1.08602,3.41463,0.501705,0.940439,0.81145
0.561423,0.82422,0.195397,0.511246,0.721193,0.0362382,0.421888,0.857478,-0.695184,0.460854,0.939065,-0.0467524
0.146436,0.158335,-2.01815,0.524976,1.24835,0.589621,0.37104,0.621901,-2.47772,0.451109,0.866665,-1.51772
0.461068,0.618167,-0.12292,0.388739,0.499282,-0.386736,0.477415,1.00045,-3.22595,0.493155,0.96894,0.828772
0.903515,2.33837,3.19739,0.630027,1.38963,1.35674,0.506854,0.857599,0.107862,0.514834,1.00573,-1.02382
0.316411,0.380398,-0.650552,0.48001,0.706063,-0.0830313,0.385151,0.800614,-0.815147,0.503837,0.993021,-0.507645
0.35654,0.440895,-0.48391,0.55499,0.920522,0.26897,0.557954,1.21428,-2.08383,0.51835,1.03266,0.878172
0.643609,1.03173,0.48449,0.779035,1.74525,2.05784,0.505956,0.905295,-0.269734,0.525421,1.04017,-0.301276
0.75344,1.40015,1.02185,0.608315,1.01113,0.452846,0.475266,0.758112,-6.9685,0.494384,0.988644,-0.188775
0.91446,2.45878,3.63119,0.508272,1.28323,0.310354,0.666753,2.00663,161.597,0.505821,1.05635,4.4156
0.463191,0.622112,-0.116158,0.25241,0.332316,-3.85945,0.521627,1.1135,3.46556,0.480898,0.916514,-1.98463
0.102084,0.107678,-3.01048,0.546353,2.38856,15.4619,0.462746,1.1257,0.342991,0.475946,0.880009,-1.2451
0.0416288,0.0425201,-7.60275,0.384193,0.669957,-3.36954,0.45031,0.885973,-1.75934,0.506962,0.99369,0.0561009
0.990623,4.66944,33.9342,0.874545,3.0451,17.4944,0.486428,1.01876,-3.19743,0.442839,0.883688,-0.0728705
0.726757,1.29739,0.863671,0.374896,0.660349,-6.46531,0.431046,0.639478,-0.415305,0.492064,0.952341,-1.17054
0.758468,1.42075,1.05467,0.70454,1.23616,0.78331,0.413746,0.854796,-0.716777,0.49722,1.05918,-1.65799
0.0230352,0.0233046,-13.7943,0.369523,0.641063,-6.49396,0.60596,1.35134,-1.85806,0.503346,0.93383,-0.926204
0.650611,1.05157,0.511947,0.794372,1.91717,2.79601,0.533697,1.05598,0.0765479,0.514897,1.08781,0.373667
0.716011,1.25882,0.806381,0.537739,0.852137,0.166883,0.402921,0.621143,-8.12878,0.467313,0.90772,-16.6984
0.938133,2.78276,5.08008,0.597818,1.54025,2.06308,0.655431,1.92232,161.372,0.480302,0.994616,0.876464
0.359466,0.445453,-0.472614,0.375755,0.471553,-0.4127,0.486982,1.0637,3.21683,0.492112,0.986825,2.0104
0.257504,0.297738,-0.95393,0.131186,0.151308,-33.1732,0.498189,1.1759,0.630293,0.508991,0.965285,-2.00797
0.392044,0.497653,-0.352785,0.356792,0.442792,-0.490318,0.458786,0.895233,-1.23754,0.490723,0.959175,-5.15898
0.00486731,0.00487919,-65.3924,0.204003,0.260474,-32.8532,0.481451,0.834586,-6.05888,0.44784,0.817388,-2.15628
0.321541,0.387931,-0.627851,0.609521,1.33292,1.18478,0.366096,0.51778,-0.905542,0.510524,0.982668,-1.26679
0.403138,0.516069,-0.314055,0.527873,0.786687,0.102919,0.409305,0.837918,-0.742613,0.53685,1.11008,0.754923
0.897501,2.2779,2.9974,0.63066,1.36509,1.27071,0.631955,1.38228,-0.559788,0.513473,1.04149,0.547481
0.652609,1.0573,0.519893,0.480668,0.713262,-0.0827855,0.477495,0.960099,-0.324652,0.485728,0.978683,-2.15782
0.36382,0.452273,-0.455989,0.234584,0.281797,-1.68318,0.387786,0.578424,-8.18882,0.531223,1.11324,1.06642
0.308727,0.36922,-0.685464,0.204087,0.236983,-1.89071,0.643441,1.81454,161.02,0.463588,0.870051,0.0976374
0.105348,0.111321,-2.91036,0.245381,0.299063,-1.64337,0.468809,1.03872,3.10402,0.495472,0.966454,0.735889
0.0994477,0.104747,-3.09595,0.375708,0.580105,-1.2893,0.555669,1.32469,0.897607,0.539129,1.04503,0.416406
0.385413,0.486806,-0.376385,0.42915,0.563572,-0.230886,0.441964,0.870805,-1.32023,0.47911,0.970567,-6.14855
0.651969,1.05546,0.517342,0.345369,0.547502,-3.82631,0.516196,0.877533,0.43032,0.515319,1.02924,-0.105255
0.472886,0.640339,-0.0853869,0.680828,1.41825,1.32945,0.428545,0.770913,-0.258668,0.498093,1.03288,0.166388
0.0387682,0.0395397,-8.16995,0.107291,0.116449,-4.89624,0.431428,0.884225,-0.67002,0.515897,1.08646,0.797647
0.88877,2.19616,2.74429,0.789037,1.68255,1.71035,0.558992,1.17287,-1.03123,0.550492,1.23888,-36.3668
0.175813,0.193358,-1.62253,0.424701,0.656476,-0.507909,0.421707,0.864321,-0.70267,0.52843,0.985847,-0.50147
0.689304,1.16894,0.676409,0.72171,1.28592,0.851303,0.438093,0.734848,-7.91821,0.488633,0.877339,-0.554192
0.673588,1.11959,0.606715,0.686661,1.16134,0.665993,0.671382,1.86633,161.117,0.513117,1.00545,0.82128
0.754115,1.40289,1.0262,0.807073,1.68461,1.57591,0.505053,1.09066,3.3849,0.453771,0.866559,-2.97648
0.699735,1.20309,0.725271,0.505706,0.788294,0.0266744,0.59068,1.37392,1.19122,0.447457,0.87387,-0.541447
0.86003,1.96633,2.12563,0.799694,1.65547,1.53045,0.483018,0.981066,-1.14856,0.455149,0.804391,-0.207499
0.311678,0.373498,-0.671922,0.174301,0.205561,-4.62691,0.531897,0.937522,0.524716,0.498336,1.07208,5.32335
0.739358,1.34461,0.935274,0.553941,0.902151,0.24851,0.396474,0.723387,-0.443118,0.544001,1.08971,1.3996
0.0369244,0.0376233,-8.58189,0.421191,0.837366,-3.57733,0.473518,0.941828,0.134238,0.465988,1.02883,0.230963
0.368524,0.459696,-0.438255,0.482833,0.684433,-0.0616165,0.482966,0.967004,-1.53975,0.541776,1.1752,1.65574
0.805458,1.63711,1.42722,0.62041,1.10434,0.610658,0.429652,0.874458,-0.637162,0.500024,1.05243,2.27857
0.597142,0.909171,0.315022,0.496006,0.705741,-0.013907,0.400016,0.654849,-8.05449,0.527511,1.14589,0.214829
0.435362,0.57157,-0.205906,0.324113,0.405462,-0.735708,0.656801,1.8294,161.065,0.495152,0.977868,-1.30597
0.394869,0.502311,-0.342836,0.243847,0.299865,-1.83713,0.477758,1.01599,3.27636,0.546634,1.03547,-7.11815
0.212864,0.239355,-1.26551,0.370875,0.496005,-0.587256,0.531416,1.26494,0.832793,0.462171,0.8853,-0.201714
0.0928238,0.0974186,-3.33142,0.355438,0.529944,-1.47128,0.443691,0.847313,-1.37161,0.481442,0.913122,-0.105838
0.528886,0.752656,0.0909989,0.37465,0.500824,-0.557297,0.513449,0.913777,0.355121,0.502963,1.05453,0.937636
0.618051,0.962469,0.388863,0.633492,1.00462,0.447087,0.397283,0.726541,-0.438235,0.502558,1.06132,0.850701
0.220414,0.248993,-1.20559,0.277091,0.327554,-0.890565,0.547235,1.08683,1.10884,0.5121,0.998483,0.060766
0.648933,1.04678,0.505311,0.635258,1.00927,0.4535,0.473483,0.953013,-1.58204,0.468992,0.873475,-0.346023
0.333767,0.406116,-0.575535,0.442402,0.603466,-0.206903,0.373417,0.7386,-0.884313,0.507244,1.10625,4.51407
0.621582,0.971756,0.401688,0.806463,2.86061,18.5822,0.358378,0.58387,-8.24273,0.439614,0.832231,-1.22125
0.551038,0.800817,0.161728,0.720986,1.50831,1.48256,0.616501,1.77553,160.105,0.491393,0.918765,-11.8696
0.991344,4.74946,36.7626,0.828231,2.92172,18.6668,0.443404,0.971029,2.69597,0.515702,1.04934,0.0564923
0.890934,2.21581,2.8034,0.633639,1.34398,1.19706,0.568288,1.32813,0.985551,0.52328,1.0265,-0.433281
0.665118,1.09398,0.570881,0.535998,0.808166,0.134845,0.47224,0.885103,-1.07867,0.470973,0.901764,-0.076682
0.376344,0.472156,-0.409276,0.67527,2.06471,5.94993,0.478662,0.858481,0.189557,0.526162,1.10602,0.704689
0.406879,0.522356,-0.301192,0.679362,1.77786,3.12929,0.351167,0.64736,-0.663301,0.525396,1.16223,143.497
0.974197,3.65727,12.3091,0.948029,3.10327,8.15031,0.616452,1.30563,1.58431,0.469503,0.92053,-0.120854
0.951846,3.03335,6.55977,0.54449,1.59043,2.19201,0.497567,1.06886,-1.35543,0.512043,0.999933,-0.752532
0.921861,2.54927,3.99148,0.714373,1.62814,2.00656,0.439507,1.22136,5.14035,0.500068,1.00162,-0.0209836
0.137134,0.147496,-2.17575,0.29616,0.377403,-1.15874,0.304807,0.495673,-8.64455,0.505173,0.985785,-0.0448562
0.506885,0.707013,0.0216338,0.456664,0.614318,-0.140524,0.62372,1.79306,160.13,0.531138,1.10646,-0.183423
0.455186,0.607311,-0.141725,0.399258,0.513942,-0.338966,0.372332,0.52902,-1.06269,0.507601,1.10742,0.341401
0.406444,0.521623,-0.302682,0.456328,0.613637,-0.141581,0.53126,1.18008,0.711708,0.452955,0.879394,4.29119
0.34333,0.420574,-0.536208,0.36174,0.449426,-0.465795,0.44605,0.827324,-1.16714,0.494803,0.976534,1.03236
0.506213,0.70565,0.0195198,0.38404,0.504641,-0.45428,0.506571,0.917812,0.283607,0.459995,0.871896,-1.45199
0.38015,0.478278,-0.395382,0.197703,0.246826,-10.6224,0.32942,0.616123,-0.780923,0.502439,1.03671,-1.12335
0.261868,0.303632,-0.92808,0.363525,0.46473,-0.518952,0.602514,1.11998,0.52849,0.527426,1.08639,1.38766
0.0152555,0.015373,-20.8493,0.00991295,0.00997696,-45.245,0.426877,0.793619,-2.11463,0.483168,0.957381,-2.41372
0.465182,0.625829,-0.109823,0.462718,0.621243,-0.11767,0.412195,1.07105,4.79166,0.47187,0.879994,-3.66821
0.00457043,0.0045809,-69.6408,0.210158,0.271,-34.9559,0.370472,0.638806,-8.29484,0.485911,0.93507,-0.947565
0.460255,0.616658,-0.125516,0.705793,1.81968,3.18182,0.576003,1.72538,159.06,0.539188,1.14598,0.975559
0.415746,0.53742,-0.271051,0.218961,0.279923,-7.30071,0.343326,0.486336,-1.22368,0.53833,1.13054,1.92984
0.95133,3.0227,6.48916,0.783775,1.99019,3.43571,0.503023,1.14117,0.498554,0.50083,0.9657,0.521973
0.0221763,0.0224259,-14.3304,0.0717889,0.0759266,-8.41197,0.454359,0.840853,-1.13705,0.496791,0.986852,-6.29559
0.61622,0.957687,0.382256,0.368857,0.543609,-1.05462,0.523317,0.95923,0.34236,0.524729,1.1032,2.27273
0.121402,0.129427,-2.49358,0.366089,0.536513,-1.0654,0.325394,0.60983,-0.796405,0.411974,0.813396,-0.0108481
0.121494,0.129532,-2.49149,0.243072,0.291555,-1.47217,0.666469,1.32131,0.933801,0.497975,1.05061,-1.34059
0.610776,0.943599,0.362777,0.620279,0.968632,0.397352,0.461298,0.836627,-0.0769618,0.467617,0.833127,-1.60867
0.36465,0.453578,-0.452844,0.682226,4.48959,802.26,0.402019,1.05363,4.75689,0.498325,0.99471,-8.23432
0.629782,0.993664,0.431926,0.695326,1.2122,0.751332,0.458213,0.85204,-1.07352,0.516146,1.0832,2.08251
0.999802,8.52559,1604.97,0.51846,4.28171,798.218,0.55746,1.69584,158.987,0.523142,1.06774,16.0529
0.76087,1.43075,1.07074,0.761136,1.43186,1.07254,0.324474,0.458372,-1.31201,0.551708,1.16518,1.87683
0.0371189,0.0378253,-8.53651,0.181701,0.216386,-4.57189,0.489706,1.00936,0.0052166,0.512317,1.02596,0.778726
0.761402,1.43298,1.07434,0.569704,0.9539,0.335571,0.505218,0.914276,0.30568,0.581601,1.25934,3.52607
0.326284,0.394946,-0.607267,0.523054,0.833641,0.109536,0.517581,0.945301,0.322839,0.49977,0.934792,1.17601
0.378006,0.474825,-0.403193,0.598182,1.09027,0.57737,0.375216,0.693547,-0.507591,0.434547,0.82181,-0.131472
0.719823,1.27234,0.826338,0.382911,0.659713,-3.02265,0.669966,1.32537,0.996164,0.498962,0.919521,-1.04186
0.818359,1.70572,1.55793,0.529116,0.989996,0.246097,0.40058,0.742627,-8.97097,0.482783,0.898095,-0.12557
0.0459994,0.047091,-6.87163,0.462641,1.08069,-2.18124,0.45711,1.25545,5.17028,0.5305,1.09308,19.8538
0.239874,0.27427,-1.06574,0.378005,0.500111,-0.507502,0.416417,0.776476,-1.24413,0.486075,1.00089,-7.91749
0.879282,2.1143,2.50915,0.924638,2.81034,6.54315,0.546954,1.06842,-1.219,0.514191,1.05262,0.714504
0.516136,0.725952,0.0507366,0.727634,1.7625,2.60819,0.301055,0.390095,-1.41069,0.503384,0.943499,0.817014
0.969995,3.50639,10.5771,0.760597,2.15378,5.3697,0.532829,1.06876,0.848893,0.46476,0.961197,0.0171629
0.939132,2.79905,5.16564,0.542282,1.4781,1.56568,0.506744,0.920885,0.316576,0.452421,0.868334,-1.50594
0.551199,0.801177,0.162249,0.576782,0.861698,0.247701,0.489469,0.910428,-0.316413,0.494838,0.972684,0.834305
0.145431,0.157158,-2.03428,0.491015,0.984351,-0.130228,0.405756,0.761079,-0.402298,0.506004,0.982558,-1.21087
0.602365,0.92222,0.333153,0.761693,1.7304,2.14023,0.684689,1.39991,1.13886,0.506826,0.998768,-0.497351
0.836598,1.81154,1.77382,0.433296,0.920999,-4.4036,0.383714,0.676951,-9.07593,0.524154,1.05589,0.932836
0.921022,2.53858,3.9473,0.861129,2.07711,2.66749,0.464545,1.26357,5.60566,0.519014,1.02988,-1.41125
0.029994,0.030453,-10.581,0.0733647,0.0772917,-6.59221,0.47908,0.95042,-0.913252,0.496174,1.00159,-0.152596
0.801236,1.61564,1.38768,0.628876,1.1127,0.625109,0.468635,0.867093,-1.79104,0.496889,1.03198,4.22989
0.116735,0.12413,-2.60341,0.121563,0.129627,-2.49404,0.349224,0.930507,13.2094,0.48141,0.917518,-1.98301
0.456517,0.609757,-0.137462,0.698686,1.71875,2.59111,0.478164,0.773167,-0.23338,0.478272,0.883007,-1.22072
0.126392,0.135123,-2.38467,0.101826,0.107766,-3.21168,0.503795,0.881379,0.142781,0.509802,0.997203,0.126025
0.940854,2.82775,5.31968,0.827457,2.03986,3.058,0.483008,0.896978,-0.336854,0.438235,0.84455,-0.411258
0.0772612,0.0804091,-4.03869,0.180122,0.206532,-2.42515,0.452669,0.840698,-0.161243,0.491282,0.949824,-1.17413
0.71406,1.25197,0.796314,0.401322,0.672365,-1.35187,0.691881,1.41986,1.16652,0.490361,1.04573,-1.71164
0.282983,0.332656,-0.811608,0.423823,0.582145,-0.302812,0.348429,0.561914,-9.25842,0.507917,0.940139,-0.788884
0.0885842,0.092756,-3.50006,0.453409,0.898897,-0.971729,0.454924,1.1839,5.37391,0.516476,1.09382,0.383111
0.564663,0.831634,0.205985,0.371204,0.513669,-0.69736,0.494011,0.967135,-0.0134845,0.465285,0.902332,-16.706
0.818235,1.70504,1.5566,0.82527,1.74533,1.63791,0.45488,0.8145,-1.87332,0.479046,0.983534,0.840639
0.177745,0.195704,-1.6007,0.200782,0.224537,-1.3902,0.399807,1.01553,13.5102,0.495954,0.995983,2.02474
0.832306,1.78562,1.71922,0.592312,1.10999,0.609414,0.435285,0.715002,-1.36503,0.514102,0.976948,-1.98718
0.223818,0.253369,-1.17969,0.584922,1.58631,2.3306,0.585744,1.15952,0.963732,0.489008,0.95669,-5.1675
0.352318,0.434355,-0.500386,0.488341,0.706745,-0.0442564,0.438875,0.683424,-0.868971,0.455546,0.832277,-1.49061
0.946026,2.91926,5.84089,0.55695,1.55152,2.06196,0.475718,0.86944,0.173632,0.508027,0.979534,-1.30406
0.624364,0.979134,0.411874,0.359548,0.53933,-1.4242,0.632016,1.30693,0.823274,0.53374,1.10589,0.724475
0.167874,0.183772,-1.71697,0.517378,1.10015,0.266578,0.405736,0.722478,-8.97142,0.505423,1.01968,0.484088
0.094733,0.0995253,-3.26028,0.341436,0.493298,-1.48804,0.476863,1.21144,5.65502,0.483504,0.973734,-2.16524
0.866882,2.01652,2.25013,0.667335,1.32362,1.07429,0.525923,1.0992,0.227522,0.529861,1.1113,1.05947
0.588139,0.88707,0.284198,0.518845,0.742045,0.0621832,0.457689,0.831288,-1.83819,0.460974,0.866844,0.0377914
0.467788,0.630714,-0.101543,0.631873,1.11007,0.619352,0.383616,0.997556,11.6613,0.499754,0.972965,0.766048
0.449551,0.59702,-0.159832,0.629263,1.12618,0.650737,0.405984,0.613941,-1.52454,0.541346,1.04786,0.441066
0.795957,1.58942,1.34025,0.474066,0.877253,-0.29482,0.627369,1.23637,1.12878,0.475998,0.966469,-6.18693
0.808974,1.65535,1.46131,0.634323,1.13546,0.666963,0.427758,0.667583,-0.924655,0.513421,1.02489,-0.111623
0.152176,0.165082,-1.92989,0.140341,0.151315,-2.13541,0.426269,0.637576,-0.425802,0.497894,1.03251,0.165754
0.459671,0.615576,-0.127381,0.357468,0.455151,-0.547419,0.650902,1.3768,0.932479,0.523839,1.10395,0.896613
0.128507,0.137547,-2.34093,0.218523,0.253248,-1.51363,0.400794,0.716709,-9.05591,0.54524,1.22144,-36.3988
0.255264,0.294726,-0.967458,0.391522,0.522518,-0.439982,0.548728,1.36935,6.13161,0.533857,0.996589,-0.477051
0.308539,0.368948,-0.68633,0.394848,0.512552,-0.372797,0.531844,1.15804,0.425429,0.491719,0.927254,0.946595
0.52778,0.750309,0.0874943,0.317441,0.431797,-1.38575,0.439448,0.794624,-1.89712,0.506414,0.994291,-0.152075
0.481158,0.656156,-0.0592637,0.47396,0.642472,-0.0820321,0.383685,0.997685,11.6615,0.449321,0.856229,-2.99358
0.107103,0.113284,-2.85899,0.117149,0.124664,-2.61343,0.391962,0.591248,-1.57683,0.44512,0.868115,-0.549768
0.466762,0.628788,-0.1048,0.607106,1.00247,0.439651,0.588528,1.12978,0.964868,0.451292,0.791158,-0.229565
0.127196,0.136044,-2.36788,0.450647,0.811847,-0.601865,0.430617,0.683794,-0.892142,0.495321,1.06844,5.01848
0.74745,1.37614,0.984103,0.510572,0.847965,0.061452,0.495458,0.806902,-0.045274,0.538579,1.07846,1.37622
0.774097,1.48765,1.16415,0.508601,0.88309,0.0599289,0.6506,1.37624,0.931513,0.472727,1.04087,0.324582
0.273694,0.319785,-0.861199,0.227229,0.259584,-1.21431,0.420364,0.742141,-8.88344,0.543029,1.17741,1.65993
0.243105,0.278531,-1.04429,0.137734,0.155715,-5.42284,0.601142,1.49103,6.34878,0.494171,1.03855,2.25221
0.180764,0.199383,-1.56742,0.11605,0.126041,-3.85706,0.575252,1.25686,0.589526,0.528812,1.1498,0.220344
0.032364,0.0328993,-9.8014,0.306974,0.452089,-4.76967,0.396999,0.730495,-2.20316,0.493593,0.97543,-1.31221
0.0513358,0.0527004,-6.1467,0.214826,0.264012,-3.27438,0.337284,0.9338,9.81392,0.549955,1.04343,-7.10607
0.581584,0.871279,0.262067,0.381302,0.535487,-0.651285,0.457101,0.722006,-1.18544,0.469406,0.910447,-0.139734
0.378316,0.475323,-0.402062,0.267605,0.322993,-1.13193,0.554767,1.08073,0.742575,0.488053,0.926172,-0.0622698
0.181021,0.199696,-1.56464,0.5468,1.31836,0.992239,0.450712,0.70996,-0.715284,0.497993,1.04733,0.837104
0.156894,0.170663,-1.8618,0.523334,1.18794,0.454816,0.473782,0.744937,-0.134013,0.499763,1.05583,0.841254
0.912579,2.43702,3.54911,0.953623,3.83535,31.6101,0.61862,1.28804,0.800642,0.516422,1.00656,0.0780185
0.889774,2.20522,2.77143,0.487822,1.1475,-0.422522,0.486369,0.981576,-8.3239,0.472059,0.894161,-0.279794
0.994666,5.23367,59.6711,0.808945,3.10489,30.0394,0.667695,1.70246,6.79198,0.50533,1.10372,4.49898
0.085871,0.0897836,-3.61647,0.183248,0.209577,-2.22022,0.557639,1.23739,-6.11479,0.441634,0.839863,-1.20911
0.623224,0.976104,0.407691,0.571936,0.855713,0.236327,0.407529,0.742016,-1.43964,0.493428,0.924799,-11.8609
0.280624,0.329371,-0.823975,0.341917,0.422781,-0.568891,0.361483,0.963248,10.3527,0.512986,1.01456,-0.302878
0.520649,0.735323,0.0649625,0.588042,0.900398,0.298094,0.487085,0.848099,-0.955738,0.516989,1.00738,-0.4706
0.40321,0.51619,-0.313806,0.296306,0.363087,-0.895608,0.527709,1.04459,0.498684,0.465752,0.892368,-0.10313
0.655436,1.06547,0.531226,0.745129,1.4331,1.14107,0.519632,0.894187,-0.327283,0.526979,1.10743,0.707456
0.189403,0.209984,-1.47741,0.217176,0.245477,-1.25483,0.55187,1.00557,0.557184,0.525761,1.16287,143.498
0.834822,1.80073,1.75091,0.741783,1.42349,1.12774,0.620466,1.31177,0.900108,0.462384,0.886999,-0.253202
0.244948,0.280969,-1.03225,0.519366,0.929898,0.144536,0.402853,0.76667,-9.17814,0.510654,0.986365,-0.803115
0.648744,1.04624,0.504566,0.339232,0.538205,-5.08742,0.586269,1.19899,0.667728,0.492811,0.978308,-0.0750169
0.793783,1.57883,1.32133,0.479451,0.879647,-0.215172,0.555524,1.2351,-6.23817,0.508706,0.99105,-0.0234021
0.0297193,0.0301699,-10.6794,0.0768966,0.0813217,-6.55682,0.419435,0.779995,-1.38514,0.534451,1.11761,-0.165688
0.165119,0.180466,-1.75167,0.295771,0.368165,-0.993512,0.371148,0.977675,10.3945,0.512707,1.13507,0.435273
0.124074,0.132474,-2.43422,0.398869,0.626151,-0.913588,0.456529,0.798784,-1.08699,0.455998,0.886579,4.30201
0.426424,0.555864,-0.235353,0.383157,0.485607,-0.392779,0.542836,1.07383,0.54735,0.495336,0.97738,1.03435
0.673664,1.11983,0.607044,0.787542,1.71836,1.86604,0.470948,0.806104,-0.55121,0.461492,0.875508,-1.44685
0.33989,0.415349,-0.550204,0.349677,0.430399,-0.511414,0.591737,1.07326,0.73332,0.507052,1.05034,-1.10101
